plu,nombre,marca,categoria,precio_actual,precio_regular,precio_sin_imp,precio_x_unidad,fecha
174771,Glenmorangie Original Estuche 700 CC,Glenmorangie,Whiskys > WHISKYS > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,105500.0,105500.0,87190.08,150714.28,20260219
180815,Vino Tinto TRUMPETER Reserva Bot 750 CC,Trumpeter,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,13100.0,13100.0,10826.45,17466.66,20260219
60793,Vino Tinto SAN FELIPE 12 Uvas Bot 750 CC,San Felipe,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,5550.0,5550.0,4586.78,7400.0,20260219
51215,Whisky Johnnie Walker 12 Años 1 L Black Label,Johnnie Walker,Whiskys > Bebidas Con Alcohol > Bebidas,86900.0,86900.0,71818.18,86900.0,20260219
267380,Americano DR. LEMON Con Limón Botella 1 L,Dr. Lemon,Bebidas Con Alcohol > Bebidas > Aperitivos > Americano Combinado,3888.0,3888.0,3213.22,3888.0,20260219
209038,Vino Cabernet Sauvignon TRUMPETER Reserve Bot 750 CC,Trumpeter,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,13100.0,13100.0,10826.45,17466.66,20260219
5686,Vino Merlot SAN FELIPE Bot 750 CC,San Felipe,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,5550.0,5550.0,4586.78,7400.0,20260219
475825,Cerveza  Santa Fe  Lata 473 CC,Santa Fe,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,2300.0,2300.0,1900.83,4862.57,20260219
209037,Vino Malbec TRUMPETER Reserve Bot 750 CC,Trumpeter,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,13100.0,13100.0,10826.45,17466.66,20260219
141369,CUSENIER Licor De Melón Botella De 700 Ml,Cusenier,Licores > Bebidas Con Alcohol > Bebidas,7235.0,7235.0,5979.34,10335.71,20260219
2324,Mariposa Licor De Miel Botella De 750 Ml,Mariposa Cusenier,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,5072.0,5072.0,4191.74,6762.66,20260219
203678,Espumante Baron B Brut Nature 750 CC,Baron B,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,43490.0,43490.0,35942.15,57986.66,20260219
2312,CUSENIER Licor De Dulce De Leche Botella De 700 Ml,Cusenier,Licores > Bebidas Con Alcohol > Bebidas,7858.0,7858.0,6494.21,11225.71,20260219
203681,Oporto . Crotta Bot 750 Cmq,Crotta,Vinos Generosos > Vinos > Oporto > Bebidas Con Alcohol > Bebidas,6500.0,6500.0,5371.9,8666.66,20260219
203682,Jerez CROTTA 750cc,Crotta,Vinos > Jerez > Bebidas Con Alcohol > Bebidas,6500.0,6500.0,5371.9,8666.66,20260219
4299,Espumante Mercier Demi Sec 750 Cc,Mercier,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,8910.0,8910.0,7363.64,11880.0,20260219
203683,Marsala . Crotta Bot 750 Cmq,Crotta,Vinos > Marsala > Bebidas Con Alcohol > Bebidas,6500.0,6500.0,5371.9,8666.66,20260219
4723,Espumante Mercier Extra Brut 750 Cc,Mercier,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,8910.0,8910.0,7363.64,11880.0,20260219
20398,Vino Blanco . ARIZU Ttb 1 Ltr,Arizu,Vinos Blancos > Vinos > Bebidas Con Alcohol > Bebidas,1994.0,1994.0,1647.93,1994.0,20260219
74163,Vino Altos Del Plata Cabernet Sauvignon 750ml,Altos Del Plata,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,9250.0,9250.0,7644.63,12333.33,20260219
216428,Espumante Baron B Brut Rosé 750 Cc,Baron B,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,43490.0,43490.0,35942.15,57986.66,20260219
224578,Vodka Elix Absolut Bot 1 Ltr,Absolut,Vodka > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,96369.0,96369.0,79643.8,96369.0,20260219
16296,Whisky Johnnie Walker 750 Ml Red Label,Johnnie Walker,Whiskys > Bebidas Con Alcohol > Bebidas,42300.0,42300.0,34958.68,56400.0,20260219
10930,Aperitivo PRONTO   Lata 473 Cc,Pronto,Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL > Aperitivos > Aperitivo Bitter > APERITIVOS,2039.0,2039.0,1685.12,4310.78,20260219
56760,"Vino Terrazas De Los Andes Reserva Malbec 750ml
",Terrazas,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,16460.0,16460.0,13603.31,21946.66,20260219
2528,Cognac RESERVA SAN JUAN Bot 750 Cmq,Reserva San Juan,Cognac > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,8699.0,8699.0,7189.26,11598.66,20260219
82855,Mistela . Crotta Bot 750 Cmq,Crotta,Vinos > Mistela > Bebidas Con Alcohol > Bebidas,6500.0,6500.0,5371.9,8666.66,20260219
74164,Vino Altos Del Plata Malbec 750ml,Altos Del Plata,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,9250.0,9250.0,7644.63,12333.33,20260219
182904,"Vino Terrazas De Los Andes Reserva Syrah 750ml
",Terrazas,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,16460.0,16460.0,13603.31,21946.66,20260219
463243,Gin HENDRICKS 700 Ml,Hendricks,Gin > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,69173.0,69173.0,57167.77,98818.57,20260219
13191,Whisky CHIVAS REGAL 12 Años 1 L ,Chivas Regal,Whiskys > Bebidas Con Alcohol > Bebidas,92620.0,92620.0,76545.45,92620.0,20260219
2303,CUSENIER Licor De Menta Botella De 700 Ml,Cusenier,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,7235.0,7235.0,5979.34,10335.71,20260219
462770,Aperitivo JAGERMEISTER Botella 700 Cc,Jagermeister,Bebidas Con Alcohol > Bebidas > Aperitivos > Aperitivo Hierbas,37099.0,37099.0,30660.33,52998.57,20260219
13867,Whisky . Old Smugg Bot 750 Cmq,Old Smuggler,Whiskys > WHISKYS > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,8899.0,8899.0,7354.55,11865.33,20260219
16297,Whisky Johnnie Walker 12 Años 750 Ml Black Label,Johnnie Walker,Whiskys > Bebidas Con Alcohol > Bebidas,72700.0,72700.0,60082.64,96933.33,20260219
7279,Oporto . El Abuelo Bot 750 Cmq,El Abuelo,Vinos > Oporto > Bebidas Con Alcohol > Bebidas,5950.0,5950.0,4917.36,7933.33,20260219
56761,Vino Terrazas De Los Andes Reserva Cabernet Sauvignon 750ml,Terrazas,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,16460.0,16460.0,13603.31,21946.66,20260219
2310,CUSENIER Licor De Chocolate Botella De 700 Ml,Cusenier,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,7858.0,7858.0,6494.21,11225.71,20260219
478112,Cerveza Kolsch PEÑON DEL AGUILA   Lata 473 Cc,Peñon Del Aguila,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,2348.0,2348.0,1940.5,4964.05,20260219
249280,TIA MARIA Botella De 690 Ml,Tia Maria,Licores > Bebidas Con Alcohol > Bebidas,9904.0,9904.0,8185.12,14353.62,20260219
5204,Moscato EL ABUELO Bot 750cc,El Abuelo,Vinos > Moscato > Bebidas Con Alcohol > Bebidas,5950.0,5950.0,4917.36,7933.33,20260219
4681,Grappa VALLEVIEJO 950cc,Valleviejo,Grappa > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas > BEBIDAS CON ALCOHOL > BEBIDAS BLANCAS Y DESTILADAS,9240.0,9240.0,7636.36,9726.31,20260219
74165,"Vino Altos Del Plata Chardonnay 750ml
",Altos Del Plata,Vinos Blancos > Vinos > Bebidas Con Alcohol > Bebidas,9250.0,9250.0,7644.63,12333.33,20260219
13563,Whisky WHITE HORSE 750 ML ,White Horse,Whiskys > Bebidas Con Alcohol > Bebidas,20400.0,20400.0,16859.5,27200.0,20260219
468915,Espumante Mercier Dulce 750 Cc,Mercier,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,8910.0,8910.0,7363.64,11880.0,20260219
249452,Vino TERRAZAS DE LOS ANDES Tinto Reserva Malbec 375 CC,Terrazas De Los Andes,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,9001.0,9001.0,7438.84,24002.66,20260219
16295,Gin . Gordon S Bot 700 Cmq,Gordon´S,Gin > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,16800.0,16800.0,13884.3,24000.0,20260219
56759,Vino Terrazas De Los Andes Reserva Chardonnay 750ml,Terrazas,Vinos Blancos > Vinos > Bebidas Con Alcohol > Bebidas,16460.0,16460.0,13603.31,21946.66,20260219
268501,CUSENIER Licor De Limoncello Botella De 700 Ml,Cusenier,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,7866.0,7866.0,6500.83,11237.14,20260219
46263,Champagne Veuve Clicquot Brut Yellow Label 750ml,Vevue Clicquot,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,168000.0,168000.0,138842.98,224000.0,20260219
2309,CUSENIER Licor De Frutillas Botella De 700 Ml,Cusenier,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,7235.0,7235.0,5979.34,10335.71,20260219
115607,"Vino Altos Del Plata Syrah 750ml
",Altos Del Plata,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,9250.0,9250.0,7644.63,12333.33,20260219
7520,Licor Livian Amareto DISARONNO Bot 750 Cmq,Disaronno,Licores > Bebidas Con Alcohol > Bebidas,47900.0,47900.0,39586.78,63866.66,20260219
4749,Espumante Mercier Rosado 750 Cc,Mercier,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,8910.0,8910.0,7363.64,11880.0,20260219
210295,Vermouth MARTINI Extra Dry Botella 995 Cc,Martini,Vermouth > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL > Aperitivos > APERITIVOS,9655.0,9655.0,7979.34,9703.51,20260219
14900,Whisky GRAND OLD PARR 12 Años 750 CC  ,Grand Old Parr,Whiskys > Bebidas Con Alcohol > Bebidas,59200.0,59200.0,48925.62,78933.33,20260219
5590,Licor Livian Naranja COINTREAU Bot 700 Cmq,Cointreau,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,66675.0,66675.0,55103.31,95250.0,20260219
10953,Licor Pesado Crema Bailey'S Bot 750 Cmq,Baileys,Licores > Bebidas Con Alcohol > Bebidas,38900.0,38900.0,32148.76,51866.66,20260219
2311,CUSENIER Licor De Huevo Botella De 700 Ml,Cusenier,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,7858.0,7858.0,6494.21,11225.71,20260219
2315,8 HERMANOS Azul Anis Botella De 1 Litro,8 Hermanos,Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas > Anis,7628.0,7628.0,6304.13,7628.0,20260219
4720,Espumante Baron B Extra Brut 750 Cc,Baron B,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,32460.0,32460.0,26826.45,43280.0,20260219
182903,Vino Latitud 33 Sauvignon Blanc 750ml,Latitud 33º,Vinos Blancos > Vinos > Bebidas Con Alcohol > Bebidas,6360.0,6360.0,5256.2,8480.0,20260219
73068,Vino Latitud 33 Chardonnay 750ml,Latitud 33º,Vinos Blancos > Vinos > Bebidas Con Alcohol > Bebidas,6360.0,6360.0,5256.2,8480.0,20260219
474802,Whisky . Sir Edward  Bot 700 Cmq,Sir Edwards,Whiskys > Bebidas Con Alcohol > Bebidas,25725.0,25725.0,21260.33,36750.0,20260219
57609,Gin . Bombay Sh Bot 750 Cmq,Bombay Sapphire,Gin > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,42499.0,42499.0,35123.14,56665.33,20260219
2305,CUSENIER Licor De Café Cognac Botella De 700 Ml,Cusenier,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,7235.0,7235.0,5979.34,10335.71,20260219
56504,Licor Livian Nja. Imp STREGA Bot 700 Cmq,Strega,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,28700.0,28700.0,23719.01,41000.0,20260219
3189,Whisky OLD SMUGGLER 1 L ,Old Smuggler,Whiskys > Bebidas Con Alcohol > Bebidas,10899.0,10899.0,9007.44,10899.0,20260219
7306,Cerveza  PALERMO   Botella 1 L,Palermo,Cervezas Con Alcohol > Cervezas > Cerveza > CERVEZA > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,3465.0,3465.0,2863.64,3465.0,20260219
210294,Vermouth MARTINI Bianco Botella 995 Cc,Martini,Vermouth > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL > Aperitivos > APERITIVOS,9165.0,9165.0,7574.38,9211.05,20260219
73110,Vino Latitud 33 Malbec 750ml,Latitud 33º,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,6360.0,6360.0,5256.2,8480.0,20260219
299555,Whisky BLENDERS 750 CC ,Blenders,Whiskys > Bebidas Con Alcohol > Bebidas,10161.0,10161.0,8397.52,13548.0,20260219
44794,Aperitivo OBRERO Amargo Botella 950 Cc,Obrero,Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL > Aperitivos > Aperitivo Hierbas > APERITIVOS,5300.0,5300.0,4380.17,5578.94,20260219
48356,Vino Tinto ARIZU 1 Ltr,Arizu,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,2319.0,2319.0,1916.53,2319.0,20260219
183624,Cachaca . Velho Barre Bot 910 Cmq,Velho Barreiro,Cachaza > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas > BEBIDAS CON ALCOHOL > BEBIDAS BLANCAS Y DESTILADAS,11760.0,11760.0,9719.01,12923.07,20260219
73108,Vino Latitud 33 Cabernet Sauvignon 750ml,Latitud 33º,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,6360.0,6360.0,5256.2,8480.0,20260219
209276,Vermouth MARTINI Rosso Botella 995 Cc,Martini,Vermouth > Bebidas Con Alcohol > Bebidas > Aperitivos,8750.0,8750.0,7231.4,8793.97,20260219
179868,Licor Liviano AMARULA Bot 750 CC,Amarula,Licores > LICORES > Bebidas Con Alcohol > Bebidas > BEBIDAS CON ALCOHOL,39949.0,39949.0,33015.7,53265.33,20260219
105800,Ron Dry Jamaica Bot 1 Ltr,Jamaica,Ron > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas > BEBIDAS CON ALCOHOL > BEBIDAS BLANCAS Y DESTILADAS,8925.0,8925.0,7376.03,8925.0,20260219
218803,Champagne Veuve Clicquot La Grande Dame 750 CC,Vevue Clicquot,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,530600.0,530600.0,438512.4,707466.66,20260219
473227,Whisky 12años Estuche Aberlour Bot 700 Ml,Aberlour,Whiskys > Bebidas Con Alcohol > Bebidas,114534.0,114534.0,94656.2,163620.0,20260219
57783,Marsala . El Abuelo Bot 750 Cmq,El Abuelo,Vinos > Marsala > Bebidas Con Alcohol > Bebidas,5950.0,5950.0,4917.36,7933.33,20260219
218800,Champagne Veuve Clicquot La Grande Dame Rosé 750 CC,Vevue Clicquot,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,812100.0,812100.0,671157.02,1082800.0,20260219
473228,Whisky LONGMORN  700 CC Single Malt,Longmorn,Whiskys > Bebidas Con Alcohol > Bebidas,258440.0,258440.0,213586.78,369200.0,20260219
224750,Vino Malbec Particular BIANCHI 750cmq,Bianchi,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,37022.0,37022.0,30596.69,49362.66,20260219
175458,Whisky Blue Label JOHNNIE WALKER 750 CC,Johnnie Walker,Whiskys > Bebidas Con Alcohol > Bebidas,487200.0,487200.0,402644.63,649600.0,20260219
477738,Vino Tinto Rojo Vin Up Ttb 1l,Vin Up,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,1600.0,1600.0,1322.31,1600.0,20260219
237233,Vino Cab.Sauv . Encuentro Bot 750 Cmq,Encuentro,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,14800.0,14800.0,12231.4,19733.33,20260219
467763,Whisky Green Label JOHNNIE WALKER 750ml,Johnnie Walker,Whiskys > Bebidas Con Alcohol > Bebidas,195217.0,195217.0,161336.36,260289.33,20260219
474656,Cerveza Porr Golden Lager Cusqueña Bot 330 Ml,Cusqueña,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,3550.0,3550.0,2933.88,10757.57,20260219
224751,Vino Cabernet Sauvignon Particular BIANCHI 750cmq,Bianchi,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,37022.0,37022.0,30596.69,49362.66,20260219
473656,Escoces 12 Años THE MACALLAN Est 700 Ml,The Macallan,Whiskys > Bebidas Con Alcohol > Bebidas,290000.0,290000.0,239669.42,414285.71,20260219
477711,Vino Blanco . Vin Up Ttb 1l,Vin Up,Vinos Blancos > Vinos > Bebidas Con Alcohol > Bebidas,1600.0,1600.0,1322.31,1600.0,20260219
201926,Vino Fino Tinto Enzo Bianchi 750 Cmq,Enzo Bianchi,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,151765.0,151765.0,125425.62,202353.33,20260219
200366,Grappa Rutini 500cmq,Rutini,Grappa > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas > BEBIDAS CON ALCOHOL > BEBIDAS BLANCAS Y DESTILADAS,47000.0,47000.0,38842.98,94000.0,20260219
514813,Whisky 12 Años Singleton Bot 700 Ml,Singleton,Whiskys > Bebidas Con Alcohol > Bebidas,88300.0,88300.0,72975.21,126142.85,20260219
561714,Gin Tonic Shooter 355ml,Shooter,Gin > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,1620.0,1620.0,1338.84,4563.38,20260219
510548,Espumante CHANDON Delice 750ml,Chandon,Espumantes > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,16460.0,16460.0,13603.31,21946.66,20260219
592065,Ron Carta Oro Superior Bacardi 700ml,Bacardi,Ron > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,20802.0,20802.0,17191.74,29717.14,20260219
549396,Vermouth Segundo Cinzano 750ml,Cinzano,Vermouth > Bebidas Con Alcohol > Bebidas > Aperitivos,9999.0,9999.0,8263.64,13332.0,20260219
483790,Cerveza Amber Lager Patagonia  Lata 473 CC,Patagonia,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,4400.0,4400.0,3636.36,9302.32,20260219
492313,Fernet Speciale VITTONE Bot 750 Ml,Vittone,Fernet > Bebidas Con Alcohol > Bebidas > Aperitivos,5850.0,5850.0,4834.71,7800.0,20260219
577537,Cerveza  Andes 1l,Andes,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,4300.0,4300.0,3553.72,4300.0,20260219
489531,Licor Chocolate C/Crema De Vai Sheridans Bot 750 Ml,Sheridan´S,Licores > Bebidas Con Alcohol > Bebidas,55600.0,55600.0,45950.41,74133.33,20260219
487996,Espumante Latitud 33° Rosado 750 Cc,Latitud 33,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,8910.0,8910.0,7363.64,11880.0,20260219
531686,Whisky Irish Ipa Edit Jameson Bot 700 Ml,Jameson,Whiskys > Bebidas Con Alcohol > Bebidas,50920.0,50920.0,42082.64,72742.85,20260219
522386,Whisky MONKEY SHOULDER 700 Ml,Monkey Shoulder,Whiskys > Bebidas Con Alcohol > Bebidas,58719.0,58719.0,48528.1,83884.28,20260219
511459,Espumante CHANDON Extra Brut 375ml,Chandon,Champañas > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,8820.0,8820.0,7289.26,23520.0,20260219
603015,Cerveza Golden State Bierhaus 473ml,Bierhaus,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,2990.0,2990.0,2471.07,6321.35,20260219
604958,Whisky Mizunara + 2 Copas Chivas Regal 700ml,Chivas Regal,Whiskys > Bebidas Con Alcohol > Bebidas,132526.0,132526.0,109525.62,189322.85,20260219
559192,Vino Malbec Cuchillo De Palo 750 Ml,Cuchillo De Palo,Vinos Tintos > Vinos > Bebidas Con Alcohol > Bebidas,17900.0,17900.0,14793.39,23866.66,20260219
549940,Cerveza Playa Grande ANTARES 473ml,Antares,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,4031.0,4031.0,3331.4,8522.19,20260219
614116,Ginebra Idealista 750ml,Idealista,Gin > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,35000.0,35000.0,28925.62,46666.66,20260219
534109,Pisco Reservado Transparente CAPEL 700 Ml,Capel,Pisco > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,28407.0,28407.0,23476.86,40581.42,20260219
574369,Vodka WYBOROWA Original 700ml,Wyborowa,Vodka > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,9459.0,9459.0,7817.36,13512.85,20260219
613448,Soju Sabor Fresh Jinro 360ml,Jinro,Soju > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,7500.0,7500.0,6198.35,20833.33,20260219
508813,Gin London Dry Broker S 750 CC,Broker S,Gin > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,40425.0,40425.0,33409.09,53900.0,20260219
592106,Licor Pera Y Ananá Nuvo 700ml,Nuvo,Licores > Bebidas Con Alcohol > Bebidas,85000.0,85000.0,70247.93,121428.57,20260219
612300,Cerveza Lager 13 Guinness 473ml,Guinness,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,3700.0,3700.0,3057.85,7822.41,20260219
577534,Vodka Orloff 700ml,Orloff,Vodka > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,6139.0,6139.0,5073.55,8770.0,20260219
614125,Tequila Reposado Espolon 750ml,Espolon,Tequila > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,65099.0,65099.0,53800.83,86798.66,20260219
559654,Vermut Rosso Desconfiado 750ml,Desconfiado,Vermouth > Bebidas Con Alcohol > Bebidas > Aperitivos,18720.0,18720.0,15471.07,24960.0,20260219
584741,Vino Torrontes Festivo 750ml,Festivo,Vinos Blancos > Vinos > Bebidas Con Alcohol > Bebidas,12900.0,12900.0,10661.16,17200.0,20260219
501337,Cerveza Dorada PAMPA BREWING CO   Lata 473 Cc,Pampa Brewing Co,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,2850.0,2850.0,2355.37,6025.37,20260219
512694,Gin . Brighton Bot 700 Ml,Brighton,Gin > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,12591.0,12591.0,10405.79,17987.14,20260219
532615,Vodka Raspberri Absolut Bot 700 Ml,Absolut,Vodka > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,30925.0,30925.0,25557.85,3092500.0,20260219
612714,Tequila Blanco Espolon 750ml,Espolon,Tequila > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,56599.0,56599.0,46776.03,75465.33,20260219
493961,Cerveza Red Honey RABIETA   Lata 473 Cc,Rabieta,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,3700.0,3700.0,3057.85,7822.41,20260219
531989,Vino Rosado Casa De Herrero Bot 750 Ml,Casa De Herrero,Vinos Rosados > Vinos > Bebidas Con Alcohol > Bebidas,14800.0,14800.0,12231.4,19733.33,20260219
618451,Vermouth Rosso Corlieri Est 750 Ml,Corlieri,Vermouth > Bebidas Con Alcohol > Bebidas > Aperitivos,55000.0,55000.0,45454.55,73333.33,20260219
602088,Whisky Tenessee Fire Jack Daniels 700ml,Jack Daniels,Whiskys > Bebidas Con Alcohol > Bebidas,55150.0,55150.0,45578.51,78785.71,20260219
616428,Sal Light Fina Dulkre 250g,Dulkre,Sidras Y Bebidas Fizz > Champagne Y Espumantes > Bebidas Con Alcohol > Bebidas,9747.0,9747.0,8055.37,38988.0,20260219
567024,Licor Liviano Con Miel De Grappa Mariposa 200ml,Mariposa,Licores > Bebidas Con Alcohol > Bebidas,2363.0,2363.0,1952.89,11815.0,20260219
618912,Aperitivo Sunset Spritz Piattelli Bot 750 Ml,Piattelli,Bebidas Con Alcohol > Bebidas > Aperitivos > Americano Combinado,12000.0,12000.0,9917.36,16000.0,20260219
502022,"Licor Blend, Red Hot FIREBALL Bot 750 Ml",Fireball,Licores > Bebidas Con Alcohol > Bebidas,28600.0,28600.0,23636.36,38133.33,20260219
595132,Vermouth Rojo La Fuerza 750ml,La Fuerza,Vermouth > Bebidas Con Alcohol > Bebidas > Aperitivos,20783.0,20783.0,17176.03,27710.66,20260219
490811,Cerveza Golden Lager Imperial  Lata 473 CC,Imperial,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,2650.0,2650.0,2190.08,5602.53,20260219
613435,Licor De Chocolate Wild Africa 750ml,Wild Africa,Licores > Bebidas Con Alcohol > Bebidas,27825.0,27825.0,22995.87,37100.0,20260219
590309,Cerveza Golden Ale Ortuzar 473cc,Ortuzar,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,3075.0,3075.0,2541.32,6501.05,20260219
604959,Whisky Xv + 2 Copas Chivas Regal 700ml,Chivas Regal,Whiskys > Bebidas Con Alcohol > Bebidas,125032.0,125032.0,103332.23,178617.14,20260219
616911,Gin Red Berry Edición Especial Aconcagua 750ml,Aconcagua,Gin > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,21000.0,21000.0,17355.37,28000.0,20260219
590226,Vino Blanco Corte De Blancas Casa De Herrero 750ml,Casa De Herrero,Vinos Blancos > Vinos > Bebidas Con Alcohol > Bebidas,14800.0,14800.0,12231.4,19733.33,20260219
598737,Tequila Silver Blanco Patron 750ml,Patron,Tequila > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,122000.0,122000.0,100826.45,162666.66,20260219
489910,Cerveza Vera Ipa PATAGONIA X6 U. 473ml,Patagonia,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,26400.0,26400.0,21818.18,9302.32,20260219
590314,Cerveza Dubbel Ortuzar 473cc,Ortuzar,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,3170.0,3170.0,2619.83,6701.9,20260219
600328,Licor Fino Extra Hierbas Hodlmoser 700ml,Hodlmoser,Licores > Bebidas Con Alcohol > Bebidas,23171.0,23171.0,19149.59,33101.42,20260219
528757,Licor Liviano Lemoncello Strega Bot 700 Ml,Strega,Licores > Bebidas Con Alcohol > Bebidas,33000.0,33000.0,27272.73,47142.85,20260219
501338,Cerveza Ipa PAMPA BREWING CO   Lata 473 Cc,Pampa Brewing Co,Cervezas Con Alcohol > Cervezas > Cerveza > Bebidas Con Alcohol > Bebidas,3150.0,3150.0,2603.31,6659.61,20260219
