plu,nombre,marca,categoria,precio_actual,precio_regular,precio_sin_imp,precio_x_unidad,fecha
607750,Flan Con Caramelo X4 DANETTE 380g,Danette,Postres > Lácteos > Frescos > Flanes,5895.0,5895.0,4871.9,15513.15,20260219
572523,Yogur Entero Firme Natural Con Azúcar DAHI 190g,Dahi,Yogures > Yogur Entero > Lácteos > Frescos,2529.0,2529.0,2090.08,13310.52,20260219
584041,Yogur Entero Firme Apple Crumble DAHI 130g,Dahi,Yogures > Yogur Entero > Lácteos > Frescos,2339.0,2339.0,1933.06,17992.3,20260219
601688,Yogur Bebible Entero Sabor Durazno Ilolay 950g,Ilolay,Yogures > Yogur Entero > Lácteos > Frescos,4015.0,4015.0,3318.18,4226.31,20260219
562351,Yogur Firme Vainilla Pack X4 YOGURISIMO 120gr,Yogurisimo,Yogures > Yogur Entero > Lácteos > Frescos,5395.0,5395.0,4458.68,11239.58,20260219
586838,Postre Sabor Dulce De Leche Yatasto 230g,Yatasto,Postres > Lácteos > Frescos,1225.0,1225.0,1012.4,5326.08,20260219
586859,Yogur Bebible Descremado Durazno Tregar 900g,Tregar,Yogures > Yogur Descremado > Lácteos > Frescos,3099.0,3099.0,2561.16,3443.33,20260219
582397,Hummus Babaganoush Kamar 230g,Hummus Kamar,Lácteos > Hummus > Frescos,5490.0,5490.0,4537.19,23869.56,20260219
531012,Budin De Pan Sabor Vainilla Budinchello Pot 120 Grm,Budinchello,Postres > Lácteos > Frescos,1500.0,1500.0,1239.67,12500.0,20260219
535402,Postre De Dulce De Leche Ilolay 120 Grm,Ilolay,Postres > Lácteos > Frescos,1479.0,1479.0,1222.31,12325.0,20260219
586862,Yogur Batido Entero Sabor Frutilla Yatasto 125g,Yatasto,Yogures > Yogur Entero > Lácteos > Frescos,645.0,645.0,533.06,5160.0,20260219
596274,Dulce De Leche San Ignacio 450g,San Ignacio,Lácteos > Frescos > Dulce De Leche,5325.0,5325.0,4400.83,11833.33,20260219
601682,Yogur Bebible Entero Sabor Vainilla Milkaut 950g,Milkaut,Yogures > Yogur Entero > Lácteos > Frescos,4345.0,4345.0,3590.91,4573.68,20260219
493145,La Serenisima Protein Chocolate intenso 1L ,La Serenisima,Lácteos > Leches Saborizadas > Leches Frescas > Leches > Frescos,4239.0,4239.0,3503.31,4239.0,20260219
607749,Postre Sabor Dulce De Leche X4 DANETTE 380g,Danette,Postres > Lácteos > Frescos,5895.0,5895.0,4871.9,15513.15,20260219
601687,Yogur Bebible Descremado Sabor Frutilla Ilolay 950g,Ilolay,Yogures > Yogur Descremado > Lácteos > Frescos,4015.0,4015.0,3318.18,4226.31,20260219
535187,Nan® Optipro® 2 X 190ml,Nan,Lácteos > Leches Infantiles > Leches > Frescos > 6 A 12 Meses,2265.0,2265.0,1871.9,11921.05,20260219
531011,Flan Casero Sabor Vainilla Flanchello Pot 120 Grm,Flanchello,Postres > Lácteos > Frescos > Flanes,1500.0,1500.0,1239.67,12500.0,20260219
586852,Flan Sabor Vainilla Yatasto 125g,Yatasto,Postres > Lácteos > Frescos > Flanes,889.0,889.0,734.71,7112.0,20260219
593493,Producto Vegetal Sabor Frutilla Quimya 160g,Quimya,Lácteos > Frescos > Alimentos Vegetales,2599.0,2599.0,2147.93,16243.75,20260219
535400,Postre De Chocolate Ilolay 120 Grm,Ilolay,Postres > Lácteos > Frescos,1479.0,1479.0,1222.31,12325.0,20260219
612398,"Yogur DANONINO Sabor Natural Profeni 80,5gr",Danonino,Lácteos > Frescos > Alimento Lácteo,1075.0,1075.0,888.43,13354.03,20260219
586851,Gelatina Sabor Manzana Yatasto 95g,Yatasto,Postres > Lácteos > Gelatinas Y Jaleas > Frescos,675.0,675.0,557.85,7105.26,20260219
593492,Producto Vegetal Sabor Frutilla Sin Azúcar Quimya 160g,Quimya,Lácteos > Frescos > Alimentos Vegetales,3000.0,3000.0,2479.34,18750.0,20260219
612397,Yogur Griego Batido Sabor Frutilla YOGURISIMO 140g,Yogurisimo,Yogures > Yogur Entero > Lácteos > Frescos,1725.0,1725.0,1425.62,12321.42,20260219
574872,Yogur Bebible Entero Vainilla 0% Lactosa Milkaut 900g,Milkaut,Yogures > Yogur Entero > Lácteos > Frescos,3765.0,3765.0,3111.57,4183.33,20260219
612396,Yogur Griego Con Granola YOGURISIMO 168g,Yogurisimo,Yogures > Yogur Entero > Lácteos > Frescos,3375.0,3375.0,2789.26,20089.28,20260219
574087,Yogur Batido Vainilla GRAN COMPRA 120gr,Gran Compra,Yogures > Yogur Descremado > Lácteos > Frescos,795.0,795.0,657.02,6625.0,20260219
225560,Salchicha ESCUDO DE ORO Sin Piel 6 Uni 190g,Escudo De Oro,Salchichas Y Pates > Salchichas > Frescos > Fiambres,999.06,1669.0,1379.34,8784.21,20260219
284883,Lomo De Cerdo Cocido PALADINI 120g,Paladini,Lomo > Frescos > Fiambres,3099.0,3099.0,2561.16,25825.0,20260219
187703,Leberwurst CAGNOLI Paq 150 Grm,Cagnoli,Salchichas Y Pates > Leberwurst > Frescos > Fiambres,1648.81,2370.0,1958.68,15800.0,20260219
1034,Salchicha GRANJA IRIS Paq 6 Uni 225 Grm,Granja Iris,Salchichas Y Pates > Salchichas > Frescos > Fiambres,1746.75,2329.0,1924.79,10351.11,20260219
186117,Salchicha . GRANJA IRIS X10 375 Grm,Granja Iris,Salchichas Y Pates > Salchichas > Frescos > Fiambres,3119.25,4159.0,3437.19,11090.66,20260219
478466,Jamon Cocido Genuino Fetead Cagnoli Bli 120 Grm,Cagnoli,Jamón Cocido > Jamón > Frescos > Fiambres,3628.51,4849.0,4007.44,40408.33,20260219
283982,Panc.Ahumada Feteado Campo Austr Bli 150 Grm,Campo Austral,Panceta > Frescos > Fiambres,6319.0,6319.0,5222.31,42126.66,20260219
11902,Jamon Crudo Pata Selección El Pozo Uni 1 Uni,El Pozo,Jamón Crudo > Jamón > Frescos > Fiambres,299000.0,299000.0,247107.44,299000.0,20260219
34878,Jamon Cocido Feteado Paladini Xkg,Paladini,Jamón Cocido > Jamón > Frescos > Fiambres,19999.0,19999.0,16528.1,,20260219
45268,Panceta Salada . Paladini . 1 Kgm,Paladini,Panceta > Frescos > Fiambres,35499.0,35499.0,29338.02,35499.0,20260219
45192,Lomo Feteado Paladini . 1 Kgm,Paladini,Lomo > Frescos > Fiambres,18999.0,18999.0,15701.65,18999.0,20260219
38361,Paleta Cocida Feteada Paladini Xkg,Paladini,Paleta Cocida > Frescos > Fiambres,15999.0,15999.0,13222.31,,20260219
34942,Mortadela Feteada Paladini Xkg,Paladini,Mortadela > Frescos > Fiambres,11999.0,11999.0,9916.53,,20260219
34913,Bondiola Feteada PALADINI Xkg,Paladini,Frescos > Fiambres > Bondiola,46999.0,46999.0,38842.15,,20260219
38120,Jamon Cocido Natur. Feteado Bocatti Xkg,Bocatti,Jamón Cocido > Jamón > Frescos > Fiambres,24999.0,24999.0,20660.33,,20260219
36909,Jamon Cocido Feteado CAGNOLI Xkg,Cagnoli,Jamón Cocido > Jamón > Frescos > Fiambres,19999.0,19999.0,16528.1,,20260219
47093,Panceta Ahum. . CAGNOLI . 1 Kgm,Cagnoli,Panceta > Frescos > Fiambres,29999.0,29999.0,24792.56,29999.0,20260219
35237,Jamon Cocido Genuin Feteado Cagnoli Xkg,Cagnoli,Jamón Cocido > Jamón > Frescos > Fiambres,28299.0,28299.0,23387.6,,20260219
45564,Arrollado Pollo Feteado PRIMERA MARCA X Kg,Primera Marca,Frescos > Fiambres > Arrollado De Pollo,23649.0,23649.0,19544.63,23649.0,20260219
45566,Matambre Arrollado De Carne Feteado PRIMERA MARCA X Kg,Primera Marca,Matambre Arrollado > Frescos > Fiambres,29999.0,29999.0,24792.56,29999.0,20260219
34892,Jamon Cocido Natur. Feteado Campo Austra Xkg,Campo Austral,Jamón Cocido > Jamón > Frescos > Fiambres,18499.0,18499.0,15288.43,,20260219
36242,Salame Milan Campo Austral Feteado X Kg,Campo Austral,Salame > SALAMES Y SALAMINES > Frescos > Fiambres > FIAMBRES > FIAMBRERIA > ALIMENTOS FRESCOS,19999.0,19999.0,16528.1,,20260219
34896,Fiamb.D/Cerdo Feteado Campo Austra Xkg,Campo Austral,Frescos > Fiambres > Fiambre De Cerdo,8999.0,8999.0,7437.19,,20260219
15241,Jamon Cocido Feteado. Primera Mar . 1 Kgm,Campo Austral,Jamón Cocido > Jamón > Frescos > Fiambres,12499.0,12499.0,10329.75,12499.0,20260219
56775,Bondiola . Campo Austra Xkg,Campo Austral,JAMON CRUDO / BONDIOLA > Frescos > Fiambres > FIAMBRES > FIAMBRERIA > Bondiola > ALIMENTOS FRESCOS,34999.0,34999.0,28924.79,,20260219
212,Cantimpalo Familiar Ebro Xkg,Ebro,Frescos > Fiambres > Cantimpalo,18999.0,18999.0,15701.65,,20260219
197,Longaniza Espa¤Ola Ebro Xkg,Ebro,Longaniza > Frescos > Fiambres,18999.0,18999.0,15701.65,,20260219
34890,Salchichon Primav. Fetead Ebro Xkg,Ebro,Salchichón > Frescos > Fiambres,8399.0,8399.0,6941.32,,20260219
27396,Salame Canastero Ebro Xkg,Ebro,Salame > SALAMES Y SALAMINES > Frescos > Fiambres > FIAMBRES > FIAMBRERIA > ALIMENTOS FRESCOS,18999.0,18999.0,15701.65,,20260219
34891,Salchichon C/Jam. Feteado Ebro Xkg,Ebro,Salchichón > Frescos > Fiambres,8399.0,8399.0,6941.32,,20260219
45177,Cantimpalo Feteado Ebro . 1 Kgm,Ebro,Frescos > Fiambres > Cantimpalo,20899.0,20899.0,17271.9,20899.0,20260219
728,Milancito Largo Ebro Xkg,Ebro,Salame > Frescos > Fiambres,18999.0,18999.0,15701.65,,20260219
17007,Longaniza Calabres Ebro Xkg,Ebro,SALAMES Y SALAMINES > Longaniza > Frescos > Fiambres > FIAMBRES > FIAMBRERIA > ALIMENTOS FRESCOS,18999.0,18999.0,15701.65,,20260219
17474,Milancito Familiar Ebro Xkg,Ebro,Salame > Frescos > Fiambres,18999.0,18999.0,15701.65,,20260219
808,Chorizo Candelario EBRO X Kg,Ebro,Frescos > Fiambres > Chorizo,18999.0,18999.0,15701.65,,20260219
17008,Salamin F/G . Ebro Xkg,Ebro,Salame > Frescos > Fiambres,18999.0,18999.0,15701.65,,20260219
37751,Mortadela Feteada Ebro Xkg,Ebro,Mortadela > Frescos > Fiambres,9999.0,9999.0,8263.64,,20260219
34910,Salame Milan Feteado Ebro Xkg,Ebro,Salame > Frescos > Fiambres,17999.0,17999.0,14875.21,,20260219
17139,Salame Colonia Ebro Xkg,Ebro,Salame > Frescos > Fiambres,18999.0,18999.0,15701.65,,20260219
36379,Salame Milan Cagnoli Feteado Xkg,Nuestra Fiambreria,Salame > SALAMES Y SALAMINES > Frescos > Fiambres > FIAMBRES > FIAMBRERIA > ALIMENTOS FRESCOS,26669.0,26669.0,22040.5,,20260219
12088,Salamin Picado Fino Chacra 43 X 1 Kgm,Chacra 43,Salame > Frescos > Fiambres,26499.0,26499.0,21900.0,26499.0,20260219
45170,Chorizo Vela Feteado Lourisierra . 1 Kgm,Lourisierra,Frescos > Fiambres > Chorizo,23999.0,23999.0,19833.88,23999.0,20260219
12090,Salamin Picado Grueso Chacra 43 X 1 Kgm,Chacra 43,Salame > Frescos > Fiambres,26499.0,26499.0,21900.0,26499.0,20260219
64491,Sarta Dulce Lourisier Xkg,Lourisierra,Sarta > Frescos > Fiambres,21999.0,21999.0,18180.99,,20260219
45201,Salame Fino Español Fetead Lourisierra . 1 Kgm,Lourisierra,Salame > Frescos > Fiambres,21599.0,21599.0,17850.41,21599.0,20260219
64490,Sarta Picante Lourisier Xkg,Lourisierra,Sarta > Frescos > Fiambres,21999.0,21999.0,18180.99,,20260219
11659,Panceta Ahumada Española EL POZO X 1kg,El Pozo,Panceta > Frescos > Fiambres,24999.0,24999.0,20660.33,24999.0,20260219
74161,Chorizo Gallego Lourisier Xkg,Lourisierra,Frescos > Fiambres > Chorizo,21999.0,21999.0,18180.99,,20260219
11864,Jamon Cocido Español Fetead El Pozo Xkg 1 Kgm,El Pozo,Jamón Crudo > Jamón > Frescos > Fiambres,26999.25,35999.0,29751.24,35999.0,20260219
10427,Jamon Cocido Feteado Coto-Cabaña Argentina Xkg 1 Kgm,Cabaña Argentina,Jamón Cocido > Jamón > Frescos > Fiambres,13499.0,13499.0,11156.2,13499.0,20260219
46467,Panceta Ahumada Española Feteada Lourisierra 1 Kg,Lourisierra,Panceta > Frescos > Fiambres,23999.0,23999.0,19833.88,23999.0,20260219
20038,Jamón Crudo Italiano Prosciutto Duchessa X Kg,Duchessa,Jamón Crudo > Jamón > Frescos > Fiambres,49999.0,49999.0,41321.49,49999.0,20260219
20039,Jamón Crudo Italiano Culatello Clasico Devodier X Kg,Devodier,Jamón Crudo > Jamón > Frescos > Fiambres,89999.0,89999.0,74379.34,89999.0,20260219
616861,Salame Tipo Fuet Serrano El Bierzo 150g,El Bierzo,Fuet > Frescos > Fiambres,5499.0,5499.0,4544.63,36660.0,20260219
563919,Jamon Cocido Feteado Cagnoli 200g,Cagnoli,Jamón Cocido > Jamón > Frescos > Fiambres,5398.53,7199.0,5949.59,35995.0,20260219
16188,Jamón Crudo Italiano Culatta Emilia Devodier X Kg ,Devodier,Jamón Crudo > Jamón > Frescos > Fiambres,59999.0,59999.0,49585.95,59999.0,20260219
20045,Jamón Crudo Italiano Prosciutto Devodier X Kg,Devodier,Jamón Crudo > Jamón > Frescos > Fiambres,79999.0,79999.0,66114.88,79999.0,20260219
520470,Jamon Cocido Feteado PALADINI 200g,Paladini,Jamón Cocido > Jamón > Frescos > Fiambres,5149.0,5149.0,4255.37,25745.0,20260219
580669,Salchichas Cortas X12 Union Ganadera 380g,Union Ganadera,Salchichas Y Pates > Salchichas > Frescos > Fiambres,3299.2,5089.0,4205.79,13392.1,20260219
584284,Salame Milan Feteado Campo Austral 150g,Campo Austral,Salame > Frescos > Fiambres,4249.0,4249.0,3511.57,28326.66,20260219
604596,Pechuga De Pavo Salada Campo Austral 150g,Campo Austral,Pechuga De Pavo > Frescos > Fiambres,5790.0,5790.0,4785.12,38600.0,20260219
574918,Panceta Ahumada Feteada Espuña 180g,Espuña,Panceta > Frescos > Fiambres,9999.0,9999.0,8263.64,55550.0,20260219
501420,"Jamón De Cebo Ibérico, Lonch Nico Fwp 100 Grm",Nico,Jamón Crudo > Jamón > Frescos > Fiambres,8999.0,8999.0,7437.19,89990.0,20260219
20281,Salame Pelado Don Ramon X Kg,Don Ramon,Salame > Frescos > Fiambres,52999.0,52999.0,43800.83,52999.0,20260219
488907,Mortadela Mini Tandilera CAGNOLI X 300 Grm,Cagnoli,Sin Tacc > Mortadela > Frescos > Fiambres,3398.3,4969.0,4106.61,16563.33,20260219
20293,Lomo De Cerdo Feteado Don Ramon X Kg,Don Ramon,Lomo > Frescos > Fiambres,53699.0,53699.0,44379.34,53699.0,20260219
580670,Salchicha Largas X 6 Union Ganadera 445g,Union Ganadera,Salchichas Y Pates > Salchichas > Frescos > Fiambres,4484.8,6905.0,5706.61,15516.85,20260219
525896,Jamón Crudo Extrafino Espuña X 100 Grm,Espuña,Jamón Crudo > Jamón > Frescos > Fiambres,9999.0,9999.0,8263.64,99990.0,20260219
604599,Bondiola Feteada Campo Austral 150g,Campo Austral,Frescos > Fiambres > Bondiola,8349.0,8349.0,6900.0,55660.0,20260219
18265,Jamón Crudo Familia Grion X Kg,Familia Grion,Jamón Crudo > Jamón > Frescos > Fiambres,39999.0,39999.0,33057.02,39999.0,20260219
22828,Jamón Cocido Horneado Facundo X Kg,Facundo,Jamón Cocido > Jamón > Frescos > Fiambres,22999.0,22999.0,19007.44,22999.0,20260219
18380,Salame Colonia Caroya Familia Grion Xkg,Familia Grion,Salame > Frescos > Fiambres,29999.0,29999.0,24792.56,29999.0,20260219
616863,Salame Tipo Fuet El Bierzo 150g,El Bierzo,Fuet > Frescos > Fiambres,5499.0,5499.0,4544.63,36660.0,20260219
616558,Salame Milán Feteado Calchaqui 130g,Calchaqui,Salame > Frescos > Fiambres,3899.25,5199.0,4296.69,39992.3,20260219
14518,Salamín Picado Grueso Tipo Criollo 1804 X Kg,1804,Salame > Frescos > Fiambres,17999.0,17999.0,14875.21,17999.0,20260219
498278,Duopack Taquito Choriz LOURISIERRA Paq 50 Grm,Lourisierra,Tabla De Fiambres > Frescos > Fiambres,3499.5,6999.0,5784.3,13998.0,20260219
603733,Jamón Crudo Cortado A Cuchillo Beher 100g,Beher,Jamón Crudo > Jamón > Frescos > Fiambres,48999.3,69999.0,57850.41,699990.0,20260219
18382,Jamón Cocido Natural Familia Grion Xkg,Familia Grion,Jamón Cocido > Jamón > Frescos > Fiambres,22999.0,22999.0,19007.44,22999.0,20260219
14360,Salamin Picado Grueso Tipo Tandilero Lario X 1 Kgm,Lario,Salame > Frescos > Fiambres,23999.0,23999.0,19833.88,23999.0,20260219
12032,Jamón Crudo Feteado El Pozo X Kg,El Pozo,Jamón Crudo > Jamón > Frescos > Fiambres,52499.25,69999.0,57850.41,69999.0,20260219
578337,Salchichas Sin Piel 6 Unidades Vienissima 230g,Vienissima,Salchichas Y Pates > Salchichas > Frescos > Fiambres,2249.25,2999.0,2478.51,13039.13,20260219
608597,Salame Tipo Pepperoni Campo Austral 120g,Campo Austral,Salame > Frescos > Fiambres,4879.0,4879.0,4032.23,40658.33,20260219
580668,Salchichas Copetín Tipo Alemana Union Ganadera 300g,Union Ganadera,Salchichas Y Pates > Salchichas > Frescos > Fiambres,4364.66,6719.0,5552.89,22396.66,20260219
525897,Jamón Crudo Espuña X 200 Grm,Espuña,Jamón Crudo > Jamón > Frescos > Fiambres,19999.0,19999.0,16528.1,99995.0,20260219
603731,Jamón De Bellota Ibérico Beher 80g,Beher,Jamón Crudo > Jamón > Frescos > Fiambres,38499.3,54999.0,45453.72,687487.5,20260219
603732,Jamón Crudo Corte A Cuchillo Único Beher 50g,Beher,Jamón Crudo > Jamón > Frescos > Fiambres,23939.3,34199.0,28263.64,68398.0,20260219
603737,Jamón De Cebo De Campo Ibérico Beher 80g,Beher,Jamón Crudo > Jamón > Frescos > Fiambres,25577.3,36539.0,30197.52,456737.5,20260219
13377,Fiambre Cocido Feteado Cerdo Y Pollo Fiambres 66 X Kg,Fiambres 66,Jamón Cocido > Jamón > Frescos > Fiambres,7999.0,7999.0,6610.74,7999.0,20260219
522347,Mortadela Feteada PALADINI 200g,Paladini,Mortadela > Frescos > Fiambres,3899.0,3899.0,3222.31,19495.0,20260219
20287,Jamón Crudo En Trozo Don Ramon X Kg,Don Ramon,Jamón Crudo > Jamón > Frescos > Fiambres,56999.0,56999.0,47106.61,56999.0,20260219
521236,Paleta Cocida De Cerdo Feteado PALADINI 200g,Paladini,Paleta Cocida > Frescos > Fiambres,4799.0,4799.0,3966.12,23995.0,20260219
616552,Jamón Cocido Feteado Calchaqui 130g,Calchaqui,Jamón Cocido > Jamón > Frescos > Fiambres,3974.25,5299.0,4379.34,40761.53,20260219
10526,Jamon Crudo Feteado PALADINI Xkg 1 Kgm,Paladini,Jamón Crudo > Jamón > Frescos > Fiambres,62999.0,62999.0,52065.29,62999.0,20260219
22827,Lomo De Cerdo Ahumado Con Hierbas Pieza Grande Facundo Xkg,Facundo,Lomo > Frescos > Fiambres,21999.0,21999.0,18180.99,21999.0,20260219
603735,Chorizo De Bellota Ibérico Beher 80g,Beher,Frescos > Fiambres > Chorizo,9645.3,13779.0,11387.6,172237.5,20260219
604603,Fiambre Cocido De Paleta Campo Austral 200g,Campo Austral,Frescos > Fiambres > Fiambre De Cerdo,3879.0,3879.0,3205.79,19395.0,20260219
14517,Salamín Picado Fino Tandilero 1804 X Kg,1804,Salame > Frescos > Fiambres,17999.0,17999.0,14875.21,17999.0,20260219
18381,Salame Colonia Caroya El Friulano Xkg,El Friulano,Salame > Frescos > Fiambres,24999.0,24999.0,20660.33,24999.0,20260219
578338,Salchichas Sin Piel 12 Unidades Vienissima 460g,Vienissima,Salchichas Y Pates > Salchichas > Frescos > Fiambres,4338.75,5785.0,4780.99,12576.08,20260219
22826,Lomo De Cerdo Ahumado Con Hierbas Facundo Xkg,Facundo,Lomo > Frescos > Fiambres,23999.0,23999.0,19833.88,23999.0,20260219
616566,Mortadela Feteada Calchaqui 130g,Calchaqui,Mortadela > Frescos > Fiambres,2624.25,3499.0,2891.74,26915.38,20260219
13287,Leberwurst Facundo X 1kg,Facundo,Leberwurst > Frescos > Fiambres,8499.0,8499.0,7023.97,8499.0,20260219
501406,Cabecero De Lomo Lonche Nico Fwp 100 Grm,Nico,Lomo > Frescos > Fiambres,5999.0,5999.0,4957.85,59990.0,20260219
603736,Lomo De Bellota Ibérico Beher 80g,Beher,Lomo > Frescos > Fiambres,21384.3,30549.0,25247.11,381862.5,20260219
604602,Jamón Cocido Campo Austral 200g,Campo Austral,Jamón Cocido > Jamón > Frescos > Fiambres,4439.0,4439.0,3668.6,22195.0,20260219
604601,Jamón Crudo Deshuesado Campo Austral 150g,Campo Austral,Jamón Crudo > Jamón > Frescos > Fiambres,9549.0,9549.0,7891.74,63660.0,20260219
34912,Bondiola Feteada Campo Austral Xkg,Campo Austral,Frescos > Fiambres > Bondiola,34999.0,34999.0,28924.79,,20260219
521235,Bondiola Feteada PALADINI 120g,Paladini,Frescos > Fiambres > Bondiola,6999.0,6999.0,5784.3,58325.0,20260219
18386,Bondiola Feteada Colonia Caroya Familia Grion Xkg,Familia Grion,Frescos > Fiambres > Bondiola,34999.0,34999.0,28924.79,34999.0,20260219
603734,Jamón Crudo De Bellota Cortado A Cuchillo Beher 50g,Beher,Jamón Crudo > Jamón > Frescos > Fiambres,32283.3,46119.0,38114.88,92238.0,20260219
14516,Longaniza Tipo Calabresa 1804 X Kg,1804,Longaniza > Frescos > Fiambres,17999.0,17999.0,14875.21,17999.0,20260219
20301,Jamón Crudo Feteado Don Ramon X Kg,Don Ramon,Jamón Crudo > Jamón > Frescos > Fiambres,69999.0,69999.0,57850.41,69999.0,20260219
11684,Panceta Ahumada Española Feteada El Pozo Xkg,El Pozo,Panceta > Frescos > Fiambres,24999.0,24999.0,20660.33,24999.0,20260219
35172,Pechuga Pavo Feteada   Xkg,,Pechuga De Pavo > Frescos > Fiambres,28999.0,28999.0,23966.12,,20260219
11831,Pechuga De Pavo Feteada El Pozo Xkg 1 Kgm,El Pozo,Pechuga De Pavo > Frescos > Fiambres,26999.25,35999.0,29751.24,35999.0,20260219
604597,Jamón Cocido CAMPO AUSTRAL Millenium 200g,Campo Austral,Jamón Cocido > Jamón > Frescos > Fiambres,5199.0,5199.0,4296.69,25995.0,20260219
580671,Salchichas Cortas X6 Union Ganadera 190g,Union Ganadera,Salchichas Y Pates > Salchichas > Frescos > Fiambres,1660.02,2559.0,2114.88,13468.42,20260219
14365,Salamin Picado Fino Curvo 66 X 1 Kgm,66,Salame > Frescos > Fiambres,21999.0,21999.0,18180.99,21999.0,20260219
580667,Salchichas Tipo Alemana X5 Union Ganadera 445g,Union Ganadera,Salchichas Y Pates > Salchichas > Frescos > Fiambres,5235.13,8059.0,6660.33,18110.11,20260219
14363,Salamin P.Grueso Curvo 66 X 1 Kgm,66,Salame > Frescos > Fiambres,21999.0,21999.0,18180.99,21999.0,20260219
14361,Salamin Picado Fino Tipo Tandilero Lario X 1 Kgm,Lario,Salame > Frescos > Fiambres,23999.0,23999.0,19833.88,23999.0,20260219
142302,Pate CIUDAD DEL LAGO Pimienta Lat 125 Grm,Ciudad Del Lago,Salchichas Y Pates > Pates > Frescos > Fiambres,3699.0,3699.0,3057.02,29592.0,20260219
142303,Pate CIUDAD DEL LAGO Champingnon Lat 125 Grm,Ciudad Del Lago,Salchichas Y Pates > Pates > Frescos > Fiambres,3699.0,3699.0,3057.02,29592.0,20260219
142301,Pate CIUDAD DEL LAGO Hierbas Lat 125 Grm,Ciudad Del Lago,Salchichas Y Pates > Pates > Frescos > Fiambres,3699.0,3699.0,3057.02,29592.0,20260219
45261,Tabla De Fiambres COTO Variada X Kg,Coto,Tabla De Fiambres > Frescos > Fiambres,31999.0,31999.0,26445.45,31999.0,20260219
45262,Tabla De Fiambres COTO Premium X Kg,Coto,Tabla De Fiambres > Frescos > Fiambres,29499.0,29499.0,26858.68,29499.0,20260219
45260,Tabla De Fiambres COTO Tradicional X Kg,Coto,Tabla De Fiambres > Frescos > Fiambres,29999.0,29999.0,24792.56,29999.0,20260219
10475,Leberwurst PALADINI Paq 250 Grm,Paladini,Salchichas Y Pates > Leberwurst > Frescos > Fiambres,3049.0,3049.0,2519.83,12196.0,20260219
114885,Mortadela Mini Paladini Uni 300 Grm,Paladini,Mortadela > Frescos > Fiambres,4349.0,4349.0,3594.21,14496.66,20260219
242910,Leberwurst PALADINI Finas Hierbas Paq 200 Grm,Paladini,Salchichas Y Pates > SALCHICHAS Y PATES > Leberwurst > Frescos > Fiambres > FIAMBRERIA > ALIMENTOS FRESCOS,3149.0,3149.0,2602.48,15745.0,20260219
14508,Salchicha PALADINI X6 Uni 225g,Paladini,Salchichas Y Pates > Salchichas > SALCHICHAS Y PATES > Frescos > Fiambres > FIAMBRERIA > ALIMENTOS FRESCOS,3149.0,3149.0,2602.48,13995.55,20260219
259314,Salchicha SWIFT Paq 12 Uni 450 Grm,Swift,Salchichas Y Pates > Salchichas > Frescos > Fiambres,4335.0,4335.0,3582.64,9633.33,20260219
131587,Mortadela BOCATTI Con Pistacho Bli 70 Grm,Bocatti,Mortadela > Frescos > Fiambres,2365.0,2365.0,1954.55,33785.71,20260219
22532,Jamon Cocido Feteado Bocatti Bli 130 Grm,Bocatti,Sin Tacc > Jamón Cocido > Jamón > Frescos > Fiambres,6099.0,6099.0,5040.5,46915.38,20260219
32109,Salamin BOCATTI Feteado En Rodajas Bli 100 Grm,Bocatti,Salame > Frescos > Fiambres,5359.0,5359.0,4428.93,53590.0,20260219
142748,Pate BOCATTI Panceta Pot 90 Grm,Bocatti,Salchichas Y Pates > Pates > Frescos > Fiambres,2639.0,2639.0,2180.99,29322.22,20260219
127565,Pate BOCATTI Champignon Pot 90 Grm,Bocatti,Salchichas Y Pates > Pates > Frescos > Fiambres,2485.0,2485.0,2053.72,27611.11,20260219
181026,Pate BOCATTI Jamon Pot 90 Grm,Bocatti,Salchichas Y Pates > Pates > Frescos > Fiambres,2739.0,2739.0,2263.64,30433.33,20260219
250610,Salame Fuet BOCATTI Bsa 130 Grm,Bocatti,Fuet > Frescos > Fiambres,5859.0,5859.0,4842.15,45069.23,20260219
142747,Pate Sabor Clásico BOCATTI 90 Gr.,Bocatti,Salchichas Y Pates > Pates > Frescos > Fiambres,2499.0,2499.0,2065.29,27766.66,20260219
131586,Lomo De Cerdo BOCATTI Horneado Feteado Bli 70 Grm,Bocatti,Lomo > Frescos > Fiambres,3445.0,3445.0,2847.11,49214.28,20260219
127563,Pate BOCATTI Pimienta Pot 90 Grm,Bocatti,Salchichas Y Pates > Pates > Frescos > Fiambres,2499.0,2499.0,2065.29,27766.66,20260219
124377,Fuet De Cerdo CAGNOLI Bli 150 Grm,Cagnoli,Fuet > Frescos > Fiambres,7999.0,7999.0,6610.74,53326.66,20260219
245654,Sopresatta CAGNOLI A La Italiana Paq 135 Grm,Cagnoli,Sopresatta > Frescos > Fiambres,7459.0,7459.0,6164.46,55251.85,20260219
296159,Fuet Serrano CAGNOLI Bli 150 Grm,Cagnoli,Fuet > Frescos > Fiambres,7399.0,7399.0,6114.88,49326.66,20260219
68955,Salchichas Patyviena Tipo Alemana 4 U. 250g,Paty,Salchichas Y Pates > Salchichas > SALCHICHAS Y PATES > Frescos > Fiambres > FIAMBRERIA > ALIMENTOS FRESCOS,5345.0,5345.0,4417.36,21380.0,20260219
