categoria,precio_promedio,fecha
Líquida > Limpieza > Lavandinas Liquidas > Lavandinas > Lavandina > Aditivada,2541.99,20260219
Líquida > Limpieza > Lavandinas Liquidas > Lavandinas > Lavandina > Concentrada,4999.99,20260219
Maiz > Legumbres > Arroz Y Legumbres > Almacén,1418.0,20260219
Maiz > Legumbres > LEGUMBRES > Arroz Y Legumbres > Almacén > ALIMENTOS SECOS,2258.0,20260219
Malta > Infusiones > Café > Almacén,3760.0,20260219
Mango > Frutas Congeladas > Congelados,6799.0,20260219
Mango > Frutas Y Verduras > Frutas > Frescos,4999.0,20260219
Mantecas Y Margarinas > Mantecas > Lácteos > Frescos,4127.17,20260219
Mantecas Y Margarinas > Mantecas > MANTECA > Lácteos > LÁCTEOS > Frescos > ALIMENTOS FRESCOS,2255.0,20260219
Mantecas Y Margarinas > Mantecas > Manteca > Lácteos > Frescos,5001.8,20260219
Mantecas Y Margarinas > Mantecas > Manteca > MANTECA > Lácteos > LÁCTEOS > Frescos > ALIMENTOS FRESCOS,2099.0,20260219
Manzanas > Frutas Y Verduras > Frutas > Frescos,4741.86,20260219
Maní > Golosinas > Confituras > Almacén,2792.0,20260219
Maní > Mani Con Chocolate > Golosinas > Confituras > Chocolates > Almacén,2778.0,20260219
Maníes/Palitos/Chizitos > Frutas Y Verduras > Frutas Secas Y Desecadas > Frutas Secas > Frescos > Copetin,6999.0,20260219
Maracuya > Frutas Congeladas > Congelados,6400.0,20260219
Maracuyá > Frutas Y Verduras > Frutas > Frescos,12999.0,20260219
Margarinas > Mantecas Y Margarinas > Lácteos > Frescos,3228.14,20260219
Mariscos > Conservas De Pescado > Conservas > Almacén,6927.67,20260219
Matambre Arrollado > Frescos > Fiambres,29999.0,20260219
Mate > Infusiones > Botella Térmica > Almacén,3255.0,20260219
Mayonesas > Almacén > Aderezos Y Salsas,3619.27,20260219
Medallones De Carne Vacuna > Hamburguesas Y Milanesas > Hamburguesas Y Medallones > Congelados,8816.46,20260219
Medallones De Carne Vacuna > Hamburguesas Y Milanesas > Hamburguesas Y Medallones > HAMBURGUESAS > Congelados > ALIMENTOS FRESCOS > ALIMENTOS CONGELADOS,4985.0,20260219
Medallones De Carne Vacuna > Hamburguesas Y Milanesas > Hamburguesas Y Medallones > Hamburguesas > Congelados,5420.67,20260219
Medallones De Cerdo > Hamburguesas Y Milanesas > Hamburguesas Y Medallones > Congelados,6599.0,20260219
Medallones De Pollo > Hamburguesas Y Milanesas > Hamburguesas Y Medallones > Congelados,8347.93,20260219
Medallones De Vegetales > Hamburguesas Y Milanesas > Hamburguesas Y Medallones > Congelados,5926.89,20260219
Mejillones > Conservas De Pescado > Conservas > Almacén,4750.0,20260219
Melones > Frutas Y Verduras > Frutas > Frescos,2924.0,20260219
Menudencias > Frescos > Carniceria > Carnes,7999.0,20260219
Menudencias > Frescos > Carniceria > Carnes > CARNICERIA > CARNES > ALIMENTOS FRESCOS,7649.0,20260219
Mermeladas Y Dulces > Dulce > Almacén,7364.78,20260219
Mermeladas Y Dulces > Jalea > Almacén,3656.67,20260219
Mermeladas Y Dulces > Mermeladas > Almacén,4861.91,20260219
Mermeladas Y Dulces > Mermeladas > MERMELADAS Y DULCES > MERMELADA > Almacén > ALIMENTOS SECOS,3657.33,20260219
Miel > Mermeladas Y Dulces > Almacén,5988.28,20260219
Milanesas Y Supremas > Milanesas De Carne Vacuna > Hamburguesas Y Milanesas > Congelados,13770.0,20260219
Milanesas Y Supremas > Milanesas De Carne Vacuna > Hamburguesas Y Milanesas > Hamburguesas > Congelados,5605.0,20260219
Milanesas Y Supremas > Milanesas De Cerdo > Hamburguesas Y Milanesas > Congelados,12420.0,20260219
Milanesas Y Supremas > Milanesas De Mix De Legumbres > Hamburguesas Y Milanesas > Congelados,5006.17,20260219
Milanesas Y Supremas > Milanesas De Soja > Hamburguesas Y Milanesas > Congelados,5517.22,20260219
Milanesas Y Supremas > Milanesas De Verdura > Hamburguesas Y Milanesas > Congelados,6590.71,20260219
Mini Alfajor > Golosinas > Almacén > Alfajores,3521.33,20260219
Mix De Condimentos > Especias > Almacén,11552.89,20260219
Mix De Frutas > Frutas Congeladas > Congelados,9627.6,20260219
Mix De Frutas > Frutas Congeladas > Frutas > Congelados,7449.0,20260219
Mix De Verduras > Conservas Vegetal > Conservas > Almacén,2725.0,20260219
Molido > Infusiones > Café > Almacén,16671.63,20260219
Mopas > Limpieza > Baldes Y Mopas > Accesorios De Limpieza,30708.69,20260219
Mopas > Limpieza > Lampazos > Baldes Y Mopas > Accesorios De Limpieza,24138.99,20260219
Mopas > Limpieza > Lampazos > LIMPIEZA > LAMPAZOS > Baldes Y Mopas > Accesorios De Limpieza,10253.99,20260219
Moras > Frutas Congeladas > Congelados,11122.0,20260219
Mortadela > Frescos > Fiambres,9087.58,20260219
Mostazas > Almacén > Aderezos Y Salsas,3999.38,20260219
Naranjas > Frutas Y Verduras > Frutas > Frescos,3524.0,20260219
"Nuggets, Patitas Y Bocaditos > Congelados > Bastones De Mozzarella",10643.0,20260219
"Nuggets, Patitas Y Bocaditos > Congelados > Bocaditos Y Formitas",7979.23,20260219
"Nuggets, Patitas Y Bocaditos > Nuggets > Congelados",7573.92,20260219
"Obleas, Turrones Y Postres De Maní > Obleas > Golosinas > Almacén",3351.79,20260219
"Obleas, Turrones Y Postres De Maní > Obleas Bañadas > Obleas > Golosinas > Galletitas Y Bizcochos > Almacén",1934.0,20260219
Orgánicos > Jugos Frescos > Jugos > Bebidas Sin Alcohol > Bebidas,5619.0,20260219
Otros > Especieros > Especias > Almacén,7285.0,20260219
PESCADOS > Conservas De Pescado > Conservas > CONSERVAS > Atún > Almacén > ALIMENTOS SECOS,5120.29,20260219
PESCADOS > Conservas De Pescado > Conservas > Calamar > CONSERVAS > Almacén > ALIMENTOS SECOS,5900.0,20260219
Palas Y Cabos > Limpieza > Cabos > Accesorios De Limpieza,9643.29,20260219
Palas Y Cabos > Palas De Residuos > Limpieza > Accesorios De Limpieza,10669.57,20260219
Paleta Cocida > Frescos > Fiambres,10399.0,20260219
Palillos > Limpieza > Accesorios De Limpieza,1671.39,20260219
Palmitos > Conservas Vegetal > Conservas > Almacén,5460.0,20260219
Palta > Frutas Congeladas > Congelados,10775.0,20260219
Paltas > Frutas Y Verduras > Frutas > Frescos,6999.0,20260219
Panaderia > Bizcochos > Arroz Dulce > Almacén,1944.0,20260219
Panaderia > Bizcochos > Arroz Salado > Almacén,1944.0,20260219
Panaderia > Bizcochuelos Y Especialidades > Biscuits > Almacén,4318.56,20260219
Panaderia > Bizcochuelos Y Especialidades > Bizcochuelos > Almacén,6690.0,20260219
Panaderia > Budines > Almacén,4331.97,20260219
"Panaderia > Budines > Bizcochuelos, Budines Y Otros > Bizcochuelos Y Especialidades > Almacén",2850.0,20260219
Panaderia > Dulces > Bizcochos > Almacén,1923.26,20260219
"Panaderia > Galletas, Tostadas Y Grisines > Almacén",8899.0,20260219
"Panaderia > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Fajitas > Almacén",2931.25,20260219
"Panaderia > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Galletas De Arroz > Almacén",1735.86,20260219
"Panaderia > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Galletas De Cereales > Almacén",3029.5,20260219
"Panaderia > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Galletas De Cereales > Estuches / Bolsas > Cereales > Almacén",2725.0,20260219
"Panaderia > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Galletas Marineras > Almacén",1948.75,20260219
Panaderia > Galletitas > Almacén,3539.0,20260219
Panaderia > Galletitas Cereales > Galletitas > Almacén,3466.0,20260219
Panaderia > Galletitas Cereales > Galletitas > Con Sal > Almacén,2777.45,20260219
Panaderia > Galletitas Cereales > Galletitas > Dulces > Almacén,2951.46,20260219
Panaderia > Galletitas Crackers > Galletitas > Almacén,2283.02,20260219
Panaderia > Galletitas Crackers > Galletitas > Almacén > Agua,1863.65,20260219
Panaderia > Galletitas Dulces > Galletitas > Almacén,1819.3,20260219
Panaderia > Galletitas Dulces > Galletitas > Chip Cookies > Almacén,3397.8,20260219
Panaderia > Galletitas Dulces > Galletitas > Con Relleno > Almacén,2207.44,20260219
Panaderia > Galletitas Dulces > Galletitas > Especiales > Almacén,3676.08,20260219
Panaderia > Galletitas Rellenas > Galletitas Dulces > Galletitas > Con Relleno > Almacén,1853.4,20260219
"Panaderia > Galletitas Y Bizcochos > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Galletas De Arroz > Galletas > Almacén",1750.0,20260219
Panaderia > Galletitas Y Bizcochos > Galletitas Cereales > Galletitas > Con Sal > Cereales > Almacén,1476.0,20260219
Panaderia > Galletitas Y Bizcochos > Galletitas Cereales > Galletitas > Dulces > Almacén,2518.0,20260219
Panaderia > Galletitas Y Bizcochos > Galletitas Cereales > Galletitas > Dulces > Cereales > Almacén,3076.5,20260219
Panaderia > Galletitas Y Bizcochos > Galletitas Cereales > Galletitas > Dulces > Con Sal > Almacén,1894.0,20260219
Panaderia > Galletitas Y Bizcochos > Galletitas Crackers > Galletitas > Crackers > Almacén > Agua,1568.0,20260219
Panaderia > Galletitas Y Bizcochos > Galletitas Dulces > Galletitas > Dulces > Almacén,1689.0,20260219
Panaderia > Galletitas Y Bizcochos > Galletitas Dulces > Galletitas > Dulces > Con Relleno > Almacén,1649.99,20260219
Panaderia > Galletitas Y Bizcochos > Galletitas Rellenas > Galletitas Dulces > Galletitas > Dulces > Con Relleno > Almacén,655.0,20260219
"Panaderia > Grisines > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Almacén",2660.2,20260219
"Panaderia > Grisines > Galletitas Y Bizcochos > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Galletas > Almacén",1924.0,20260219
Panaderia > Madalenas > Bizcochuelos Y Especialidades > Almacén,2822.5,20260219
Panaderia > Obleas > Galletitas Rellenas Y Obleas > Galletitas > Almacén,1796.19,20260219
Panaderia > Obleas > Galletitas Y Bizcochos > Galletitas Rellenas Y Obleas > Galletitas Rellenas > Galletitas > Almacén,769.0,20260219
"Panaderia > Otros > Galletas, Tostadas Y Grisines > Galletas Y Grisines > Fajitas > Bizcochuelos, Budines Y Otros > Almacén",2088.0,20260219
"Panaderia > Otros > Madalenas > Bizcochuelos, Budines Y Otros > Bizcochuelos Y Especialidades > Almacén",2803.86,20260219
Panaderia > Pan Dulce > Almacén,6229.74,20260219
Panaderia Propia > Panaderia > Almacén,399.0,20260219
Panaderia Propia > Panaderia > Bizcochuelos Y Piononos > Bizcochuelos > Almacén,7299.0,20260219
Panaderia Propia > Panaderia > Budines Y Muffins > Almacén,3077.74,20260219
"Panaderia Propia > Panaderia > Budines Y Muffins > Budines > Bizcochuelos, Budines Y Otros > Bizcochuelos Y Especialidades > Almacén",5355.0,20260219
Panaderia Propia > Panaderia > Donuts Y Tulipas > Almacén,1357.0,20260219
Panaderia Propia > Panaderia > Facturas Y Media Lunas > Almacén,4033.44,20260219
Panaderia Propia > Panaderia > Galletitas Y Biscuit > Galletitas > Almacén,1379.0,20260219
Panaderia Propia > Panaderia > Obleas > Almacén,470.0,20260219
"Panadería Elaboración Propia > Panaderia Propia > Panaderia > Facturas, Masas Y Galletitas > Facturas Y Media Lunas > Almacén",562.0,20260219
"Panadería Elaboración Propia > Panaderia Propia > Panaderia > Facturas, Masas Y Galletitas > Facturas Y Media Lunas > Facturas > Almacén",3864.33,20260219
Panceta > Frescos > Fiambres,31645.67,20260219
Panificados > Congelados > Comidas Congeladas > Baguettin,4259.0,20260219
Panificados > Congelados > Comidas Congeladas > Chipa,23250.0,20260219
Panificados > Donas > Congelados > Comidas Congeladas,1196.5,20260219
Panificados > Flautitas > Congelados > Comidas Congeladas,1531.5,20260219
Panificados > Medialunas > Congelados > Comidas Congeladas,16899.0,20260219
Panificados > Pan De Queso > Congelados > Comidas Congeladas > Chipa,6525.0,20260219
Panificados > Panaderia > Almacén,3516.0,20260219
Panificados > Panaderia > Baguette > Almacén,3682.0,20260219
Panificados > Panaderia > Budines > Almacén,3516.67,20260219
Panificados > Panaderia > Cereales > Almacén,3883.5,20260219
Panificados > Panaderia > Chips > Almacén,2880.0,20260219
Panificados > Panaderia > Cremona > Almacén,1125.0,20260219
Panificados > Panaderia > Galletitas Dulces > Galletitas > Chip Cookies > Almacén,2298.0,20260219
Panificados > Panaderia > Mignon > Almacén,3999.0,20260219
Panificados > Panaderia > Molde > Almacén,5058.74,20260219
Panificados > Panaderia > Pan De Campo > Almacén,3212.0,20260219
Panificados > Panaderia > Pan Pebete > Almacén,4612.5,20260219
Panificados > Panaderia > Pan Árabe > Almacén,3516.0,20260219
Panificados > Panaderia Propia > Panaderia > Baguette > Almacén,1168.5,20260219
Panificados > Panaderia Propia > Panaderia > Bizcochos > Almacén,1899.0,20260219
Panificados > Panaderia Propia > Panaderia > Bollitos > Almacén,4332.25,20260219
Panificados > Panaderia Propia > Panaderia > Chips > Almacén,699.0,20260219
Panificados > Panaderia Propia > Panaderia > Ciabatta > Almacén,2330.0,20260219
Panificados > Panaderia Propia > Panaderia > Cremona > Almacén,6149.0,20260219
Panificados > Panaderia Propia > Panaderia > Criollitos > Almacén,585.0,20260219
Panificados > Panaderia Propia > Panaderia > Cuernitos > Almacén,11499.0,20260219
Panificados > Panaderia Propia > Panaderia > Figazzita > Almacén,999.0,20260219
Panificados > Panaderia Propia > Panaderia > Figazzita > Figacitas > Almacén,3050.0,20260219
Panificados > Panaderia Propia > Panaderia > Flautitas > Almacén,579.0,20260219
Panificados > Panaderia Propia > Panaderia > Galleta Campera > Almacén,2449.0,20260219
Panificados > Panaderia Propia > Panaderia > Libritos De Hojaldre > Almacén,5529.0,20260219
Panificados > Panaderia Propia > Panaderia > Mignon > Almacén,3999.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan Con Chicharrón > Almacén,3949.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan De Campo > Almacén,2749.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan De Molde > Almacén,2935.35,20260219
Panificados > Panaderia Propia > Panaderia > Pan De Molde > Molde > Almacén,3419.33,20260219
Panificados > Panaderia Propia > Panaderia > Pan De Naranja > Almacén,5800.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan De Pasas > Almacén,7999.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan De Trenza > Almacén,7749.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan De Trenza > Especialidades > Almacén,4799.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan Lacteado > Pan De Molde > Molde > Almacén,3090.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan Para Panchos > Almacén,4175.7,20260219
Panificados > Panaderia Propia > Panaderia > Pan Pebete > Almacén,569.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan Árabe > Almacén,2100.0,20260219
Panificados > Panaderia Propia > Panaderia > Pan Árabe > Especialidades > Almacén,2100.0,20260219
Panificados > Panadería Elaboración Propia > Panaderia Propia > Panaderia > Pan Por Kilo Y Por Unidad > Ciabatta > Almacén,5900.0,20260219
Panificados > Panadería Elaboración Propia > Panaderia Propia > Panaderia > Pan Por Kilo Y Por Unidad > Figazzita > Figacitas > Almacén,4299.0,20260219
Panificados > Panadería Elaboración Propia > Panaderia Propia > Panaderia > Pan Por Kilo Y Por Unidad > Mignon > Almacén,3999.0,20260219
Panificados > Panadería Elaboración Propia > Panaderia Propia > Panaderia > Pan Por Kilo Y Por Unidad > Pan De Campo > Almacén,5499.0,20260219
Panificados > Pancakes > Congelados > Comidas Congeladas,8741.86,20260219
Panificados > Panecillos Rellenos > Panaderia Propia > Panaderia > Almacén,6399.5,20260219
Papa > Conservas Vegetal > Conservas > Almacén,1450.0,20260219
Papas Congeladas / Fritas > Papas Bastón > Congelados,6654.73,20260219
Papas Congeladas / Fritas > Papas Con Formas > Congelados,5640.5,20260219
Papas Noisettes > Papas Congeladas / Fritas > Congelados,10236.5,20260219
Papas Para Horno > Papas Congeladas / Fritas > Congelados,8199.0,20260219
Papas Rústicas > Papas Congeladas / Fritas > Congelados,6249.0,20260219
Papaya > Frutas Y Verduras > Frutas > Frescos,7999.0,20260219
Papel Aluminio > Limpieza > Accesorios De Limpieza,6436.19,20260219
Papel Manteca > Limpieza > Accesorios De Limpieza,6415.32,20260219
Papeles Y Bolsas De Cocina > Limpieza > Bolsas Herméticas > Bolsas > Alimentos > Accesorios De Limpieza,4843.99,20260219
Papeles Y Bolsas De Cocina > Limpieza De Cocina > Limpieza > Bolsas Para Alimentos > Bolsas > Alimentos,4083.99,20260219
Papeles Y Bolsas De Cocina > Limpieza De Cocina > Limpieza > Frezeer > Bolsas Para Freezer > Bolsas,5002.99,20260219
Para Auto > Limpieza > Desodorantes De Ambiente > Aromatizantes De Ambiente,8400.99,20260219
Para Auto > Limpieza > Desodorantes De Ambiente > Aromatizantes De Ambiente > Aparato Difusor,10651.49,20260219
Para Hamburguesa > Panificados > Panaderia > Almacén,3328.03,20260219
Para Hamburguesa > Panificados > Panaderia Propia > Panaderia > Pan De Hamburguesa > Almacén,2379.0,20260219
Para Hamburguesa > Panificados > Panaderia Propia > Panaderia > Pan Para Hamburguesas Y Panchos > Pan Para Hamburguesas > Pan De Hamburguesa > Almacén,529.0,20260219
Para Panchos > Panificados > Panaderia > Almacén,3109.59,20260219
Para Panchos > Panificados > Panaderia Propia > Panaderia > Pan Para Panchos > Almacén,1377.0,20260219
Para Panchos > Panificados > Panaderia Propia > Panaderia > Pan Para Panchos > Pan Para Hamburguesas Y Panchos > Almacén,599.0,20260219
Pasacera > Limpieza > Accesorios De Limpieza,9029.99,20260219
Pasas De Uva > Golosinas > Confituras > Almacén,12414.5,20260219
"Pasta Seca, Lista Y Rellenas > Pasta Lista Y Rellena > Capelletini > Almacén",5387.5,20260219
"Pasta Seca, Lista Y Rellenas > Pasta Lista Y Rellena > Pasta Dkt > Almacén",10066.0,20260219
Pastas Congeladas > Congelados > Comidas Congeladas,8611.0,20260219
Pastas Frescas Y Tapas > Frescos > Fideos Y Ñoquis > Fideos,5768.69,20260219
Pastas Frescas Y Tapas > Masas Preparadas > Masa Fila > Frescos,7279.0,20260219
Pastas Frescas Y Tapas > Masas Preparadas > Masa Para Pizzas > Frescos > Bollos Y Tapas,1499.0,20260219
Pastas Frescas Y Tapas > Masas Preparadas > Masa Para Strudel > Frescos,7279.0,20260219
Pastas Frescas Y Tapas > Masas Preparadas > Masa Tortafritas > Frescos > Bollos Y Tapas,2949.0,20260219
Pastas Frescas Y Tapas > PASTAS > Frescos > Fideos Y Ñoquis > Fideos > FIDEOS > ALIMENTOS FRESCOS,2040.0,20260219
Pastas Rellenas > Pastas Congeladas > Congelados > Comidas Congeladas,7695.0,20260219
Pastas Rellenas > Pastas Frescas Y Tapas > Frescos,4624.54,20260219
Pastas Rellenas > Pastas Frescas Y Tapas > PASTAS > Frescos > ELABORACIÓN PROPIA > ALIMENTOS FRESCOS,6315.67,20260219
"Pastas Secas > Pasta Seca, Lista Y Rellenas > Almacén",7499.0,20260219
"Pastas Secas > Pasta Seca, Lista Y Rellenas > Celíacos  > Almacén",2999.0,20260219
"Pastas Secas > Pasta Seca, Lista Y Rellenas > Dkt > Almacén",9775.14,20260219
"Pastas Secas > Pasta Seca, Lista Y Rellenas > Fideos > Dkt > Almacén",7999.0,20260219
"Pastas Secas > Pasta Seca, Lista Y Rellenas > Huevo > Almacén",2816.41,20260219
"Pastas Secas > Pasta Seca, Lista Y Rellenas > Lasagna > Almacén",6323.33,20260219
"Pastas Secas > Pasta Seca, Lista Y Rellenas > PASTAS > Huevo > Fideos > FIDEOS > Almacén > ALIMENTOS SECOS",2243.0,20260219
Pastillas > Golosinas > Caramelos Y Chupetines > Caramelos > Almacén,1150.99,20260219
Pastillas > Golosinas > Chicles Y Pastillas > Almacén,1369.06,20260219
Pastillas > Golosinas > Chicles Y Pastillas > Chicles > Almacén,929.99,20260219
Pastillas > Limpieza De Baño > Limpieza > Desodorantes De Inodoro,1693.49,20260219
Pastillas > Limpieza De Baño > Limpieza > Desodorantes Y Aromatizantes > Desodorantes De Inodoro,1992.99,20260219
Pastron > Frescos > Fiambres,38829.0,20260219
"Patitas > Nuggets, Patitas Y Bocaditos > Congelados",12039.33,20260219
Paté Y Picadillo > Conservas De Carne > Conservas > Almacén,1176.51,20260219
Paños > Limpieza > Accesorios De Limpieza,6205.94,20260219
Pechuga De Pavo > Frescos > Fiambres,23596.0,20260219
Pelon > Frutas Y Verduras > Frutas > Frescos,3499.0,20260219
Pepinos > Conservas Vegetal > Conservas > Almacén,8458.0,20260219
Pera > Conservas De Frutas > Conservas > Almacén,3329.0,20260219
Peras > Frutas Y Verduras > Frutas > Frescos,2999.0,20260219
Perfumería > Accesorios,16088.0,20260219
Perfumería > Accesorios Femeninos > Accesorios,3438.73,20260219
Perfumería > Accesorios Para Uñas Y Pies > Accesorios,9604.59,20260219
Perfumería > Cuidado Bucal > Accesorios De Prótesis Y Ortodoncia,10293.88,20260219
Perfumería > Cuidado Bucal > Antiséptico Bucal,6835.89,20260219
Perfumería > Cuidado Bucal > Cepillos Dentales Para Adultos > Cepillos Dentales,7956.53,20260219
Perfumería > Cuidado Bucal > Cepillos Dentales Para Niños > Cepillos Dentales,5750.2,20260219
Perfumería > Cuidado Bucal > Cremas Dentales,6651.47,20260219
Perfumería > Cuidado Bucal > Cremas Dentales > Crema Dental Para Adultos,5736.0,20260219
Perfumería > Cuidado Bucal > Cremas Dentales > Crema Dental Para Niños,4874.25,20260219
Perfumería > Cuidado De La Piel,10200.0,20260219
Perfumería > Cuidado Del Cabello > Acondicionador,9053.96,20260219
Perfumería > Cuidado Del Cabello > Coloración,29705.0,20260219
Perfumería > Cuidado Del Cabello > Coloración Femenina > Coloración,12999.97,20260219
Perfumería > Cuidado Del Cabello > Coloración Masculina > Coloración,16389.79,20260219
Perfumería > Decolorantes > Cuidado Del Cabello > Coloración,2616.5,20260219
Perfumería > Depilación > Cuidado Personal,9392.67,20260219
Perfumería > Desodorantes Y Antitranspirantes > Antitranspirantes,12237.4,20260219
Perfumería > Desodorantes Y Antitranspirantes > Antitranspirantes Femeninos > Antitranspirantes,4595.61,20260219
Perfumería > Desodorantes Y Antitranspirantes > Antitranspirantes Masculinos > Antitranspirantes,6361.03,20260219
Perfumería > Desodorantes Y Antitranspirantes > Antitranspirantes Masculinos > Antitranspirantes Femeninos > Antitranspirantes,2635.0,20260219
Perfumería > Desodorantes Y Antitranspirantes > Desodorantes,5740.0,20260219
Perfumería > Desodorantes Y Antitranspirantes > Desodorantes Femeninos > Desodorantes,5772.0,20260219
Perfumería > Desodorantes Y Antitranspirantes > Desodorantes Masculinos > Desodorantes,6132.88,20260219
Perfumería > Desodorantes Y Antitranspirantes > Desodorantes Masculinos > Desodorantes > Antitranspirantes Masculinos > Antitranspirantes,2378.0,20260219
Perfumería > Elementos Para El Cabello > Accesorios,5177.74,20260219
Perfumería > Higiene Personal > Accesorios De Ducha,7678.94,20260219
Perfumería > Higiene Personal > Esponjas > Accesorios De Ducha,2919.5,20260219
Perfumería > Higiene Personal > Esponjas Y Guantes > Esponjas > Accesorios De Limpieza > Accesorios De Ducha,810.0,20260219
Perfumería > Higiene Y Cuidado De La Barba > Cuidado Personal,7761.99,20260219
Perfumería > Hilos Dentales > Cuidado Bucal,5458.11,20260219
Perfumería > Jabón Antiséptico > Jabones > Higiene Personal,3206.5,20260219
Perfumería > Jabón De Glicerina > Jabones > Higiene Personal,2791.91,20260219
Perfumería > Jabón De Tocador > Jabones > Higiene Personal,2451.74,20260219
Perfumería > Jabón Liquido > Jabones > Higiene Personal,3346.04,20260219
Perfumería > Kit Dental > Cuidado Bucal,6120.66,20260219
Perfumería > Locion > Cuidado De La Piel,35119.2,20260219
Perfumería > Modeladores De Peinado > Cuidado Del Cabello,6994.91,20260219
Perfumería > Modeladores De Peinado > Cuidado Personal,2351.0,20260219
Perfumería > Modeladores De Peinado > Gel / Fijador > Cuidado Del Cabello,2351.0,20260219
Perfumería > Orgánicos > Cuidado Del Cabello > Acondicionador,10100.0,20260219
Perfumería > PERFUMERÍA > Depilación > DEPILACIÓN > Cuidado Personal,5279.0,20260219
Perfumería > PERFUMERÍA > JABONES/ESPONJAS/SALES Y ESPUM > Higiene Personal > Esponjas > ESPONJAS > Accesorios De Ducha,2505.99,20260219
Perfumería > PERFUMERÍA > LÍQUIDOS > Jabón Liquido > Jabones > JABONES/ESPONJAS/SALES Y ESPUM > Higiene Personal,3524.0,20260219
Perfumería > PERFUMERÍA > OJOS > MAQUILLAJE > Accesorios,2529.99,20260219
Perfumería > PERFUMERÍA > OTROS > HIGIENE BUCAL > Cuidado Bucal > Accesorios De Prótesis Y Ortodoncia,14012.0,20260219
Perfumería > PERFUMERÍA > PEINES / CEPILLOS / ACCESORIOS > Elementos Para El Cabello > CUIDADO DEL CABELLO > Accesorios,2551.59,20260219
Perfumería > Pañales Y Productos Para Incontinencia > Pañales Para Adultos,26625.6,20260219
Perfumería > Peines / Cepillos / Accesorios > Accesorios Femeninos > Accesorios,2290.99,20260219
Perfumería > Peines / Cepillos / Accesorios > Elementos Para El Cabello > Accesorios,2941.99,20260219
Perfumería > Peines / Cepillos / Accesorios > PERFUMERÍA > PEINES / CEPILLOS / ACCESORIOS > CUIDADO DEL CABELLO > Accesorios Femeninos > Accesorios,1978.99,20260219
Perfumería > Peines / Cepillos / Accesorios > PERFUMERÍA > PEINES / CEPILLOS / ACCESORIOS > Elementos Para El Cabello > CUIDADO DEL CABELLO > Accesorios,1946.28,20260219
Pescaderia > Congelados,19990.0,20260219
Pescaderia > Especiales > Congelados,34596.3,20260219
Pescaderia > Frescos > Entero Eviscerado,18275.71,20260219
Pescaderia > Frescos > Filete,20967.25,20260219
Pescaderia > Mariscos > Congelados,19053.03,20260219
Pescaderia > Mariscos > Congelados > Camarones Y Langostinos,22490.0,20260219
Pescado De Mar > Pescaderia > Congelados,26990.0,20260219
Pescado De Mar > Pescaderia > Entero Eviscerado > Congelados,13490.0,20260219
Pescado De Mar > Pescaderia > Entero Eviscerado > Delicias > Congelados,10990.0,20260219
Pescado De Mar > Pescaderia > Filete > Congelados,20422.47,20260219
Pescado De Mar > Pescaderia > PESCADOS Y MARISCOS > MARISCOS > Entero Eviscerado > Congelados > ALIMENTOS FRESCOS,15990.0,20260219
Pescado De Rio > Pescaderia > Congelados,18777.5,20260219
Pescado De Rio > Pescaderia > PESCADOS Y MARISCOS > PESCADOS > Congelados > ALIMENTOS FRESCOS,3790.0,20260219
Pesto > Almacén > Aderezos Y Salsas,10999.99,20260219
Pickles > Encurtidos > Almacén,3655.6,20260219
Pimientos > Conservas Vegetal > Conservas > Almacén,2933.0,20260219
Piononos > Panaderia > Bizcochuelos Y Especialidades > Almacén,2846.16,20260219
Piononos > Panaderia Propia > Panaderia > Bizcochuelos Y Piononos > Almacén,3999.0,20260219
Pisco > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas,26515.5,20260219
Pisco > Bebidas Con Alcohol > Bebidas Blancas Y Destiladas > Bebidas > BEBIDAS CON ALCOHOL > BEBIDAS BLANCAS Y DESTILADAS,21300.0,20260219
Pisos > Limpieza De Pisos Y Superficies > Limpieza > Limpiadores De Pisos Y Superficies > Limpiadores,3658.91,20260219
Pitahaya > Frutas Y Verduras > Frutas > Frescos,29999.0,20260219
Pizzas Y Pizzetas > Pizzas > Congelados > Comidas Congeladas,13109.4,20260219
"Pizzas, Tartas Y Empanadas > Frescos > Empanadas > Comidas Elaboradas",1999.0,20260219
"Pizzas, Tartas Y Empanadas > Pizzas > Frescos > Comidas Elaboradas",12477.0,20260219
